Indent number,x-coord,y-coord,Load,Hardness
1080,8760,5050,300,171
1081,8760,5320,300,172
1082,8760,5580,300,169
1083,8760,5850,300,166
1084,8760,6110,300,165
1085,8760,6380,300,166
1086,8760,6640,300,164
1087,8760,6910,300,163
1088,8760,7170,300,172
1089,8760,7440,300,166
1090,8760,7710,300,169
1091,8760,7970,300,170
1092,8760,8240,300,163
1093,9030,-2120,300,185
1094,9030,-1850,300,192
1095,9030,-1590,300,172
1096,9030,-1320,300,175
1097,9030,-1060,300,175
1098,9030,-790,300,159
1099,9030,-520,300,182
1100,9030,-260,300,163
1101,9030,10,300,168
1102,9030,270,300,155
1103,9030,540,300,165
1104,9030,800,300,160
1105,9030,1070,300,161
1106,9030,1330,300,158
1107,9030,1600,300,152
1108,9030,1870,300,159
1109,9030,2130,300,167
1110,9030,2400,300,174
1111,9030,2660,300,172
1112,9030,2930,300,168
1113,9030,3190,300,171
1114,9030,3460,300,172
1115,9030,3720,300,169
1116,9030,3990,300,173
1117,9030,4250,300,167
1118,9030,4520,300,169
1119,9030,4790,300,169
1120,9030,5050,300,163
1121,9030,5320,300,171
1122,9030,5580,300,163
1123,9030,5850,300,169
1124,9030,6110,300,171
1125,9030,6380,300,168
1126,9030,6640,300,169
1127,9030,6910,300,168
1128,9030,7170,300,173
1129,9030,7440,300,166
1130,9030,7710,300,168
1131,9030,7970,300,164
1132,9030,8240,300,163
1133,9290,-2120,300,167
1134,9290,-1850,300,179
1135,9290,-1590,300,184
1136,9290,-1320,300,162
1137,9290,-1050,300,165
1138,9290,-790,300,175
1139,9290,-520,300,171
1140,9290,-260,300,179
1141,9290,10,300,177
1142,9290,270,300,165
1143,9290,540,300,169
1144,9290,800,300,155
1145,9290,1070,300,164
1146,9290,1330,300,165
1147,9290,1600,300,161
1148,9290,1870,300,148
1149,9290,2130,300,159
1150,9290,2400,300,162
1151,9290,2660,300,175
1152,9290,2930,300,173
1153,9290,3190,300,169
1154,9290,3460,300,175
1155,9290,3720,300,173
1156,9290,3990,300,169
1157,9290,4260,300,169
1158,9290,4520,300,166
1159,9290,4790,300,166
